MQ_rankings:
       gene  traj       <Q>  MisfoldingProp  num_frames  num_misfolded_frames  Folded
375  P60546    26  0.864939        1.000000       26667                 26667    True
299  P0AA25    47  0.857698        0.999850       26667                 26663    True
418  P0AA25    49  0.856828        1.000000       26667                 26667    True
331  P0AA25    16  0.847401        1.000000       26667                 26667    True
417  P0AA25    48  0.845357        1.000000       26667                 26667    True
373  P60546    20  0.844789        1.000000       26667                 26667    True
335  P0AA25     1  0.843521        1.000000       26667                 26667    True
364  P0AA25    26  0.843173        1.000000       26667                 26667    True
366  P0AA25    11  0.837531        1.000000       26667                 26667    True
362  P0AA25    21  0.836739        1.000000       26667                 26667    True
328  P0A7J3    20  0.834307        1.000000       26667                 26667    True
315  P0AA25    43  0.833801        1.000000       26667                 26667    True
410  P65556    11  0.829135        1.000000       26667                 26667    True
354  P0A790    46  0.824648        1.000000       26667                 26667    True
404  P0A790     8  0.823869        1.000000       26667                 26667    True
419  P0AA25    31  0.823805        1.000000       26667                 26667    True
409  P0A790     2  0.823730        1.000000       26667                 26667    True
399  P0A790    18  0.823528        1.000000       26667                 26667    True
393  P0A790    12  0.821931        1.000000       26667                 26667    True
390  P0A790    25  0.820628        1.000000       26667                 26667    True
392  P0A790    11  0.820427        1.000000       26667                 26667    True
416  P0AA25    45  0.819713        1.000000       26667                 26667    True
357  P0A790    49  0.819450        1.000000       26667                 26667    True
370  P0A790    40  0.818494        1.000000       26667                 26667    True
402  P0A790     5  0.817918        1.000000       26667                 26667    True
401  P0A790     4  0.817849        1.000000       26667                 26667    True
307  P60546    41  0.817339        1.000000       26667                 26667    True
369  P0A790    39  0.817116        1.000000       26667                 26667    True
408  P0A790     1  0.816836        1.000000       26667                 26667    True
314  P0AA25    42  0.816565        1.000000       26667                 26667    True
318  P0AA25     8  0.816406        1.000000       26667                 26667    True
406  P0A790    10  0.816289        1.000000       26667                 26667    True
391  P0A790    26  0.816058        1.000000       26667                 26667    True
383  P0A790    34  0.813427        1.000000       26667                 26667    True
381  P0A790    32  0.813363        1.000000       26667                 26667    True
368  P0A790    38  0.813176        1.000000       26667                 26667    True
359  P0A790    35  0.813036        1.000000       26667                 26667    True
372  P0A790    42  0.812911        1.000000       26667                 26667    True
387  P0A790    22  0.812545        1.000000       26667                 26667    True
374  P60546    23  0.812301        1.000000       26667                 26667    True
361  P0AA25    17  0.811315        1.000000       26667                 26667    True
355  P0A790    47  0.810609        1.000000       26667                 26667    True
415  P60546    44  0.810290        1.000000       26667                 26667    True
397  P0A790    16  0.807958        1.000000       26667                 26667    True
295  P65556    35  0.807731        0.999663       26667                 26658    True
398  P0A790    17  0.804833        1.000000       26667                 26667    True
305  P60546    45  0.803902        1.000000       26667                 26667    True
302  P60546     3  0.802154        0.999925       26667                 26665    True
349  P0A7J3     9  0.800066        1.000000       26667                 26667    True
291  P65556     1  0.798787        0.998238       26667                 26620    True
306  P60546    38  0.798500        1.000000       26667                 26667    True
309  P0A6I0    46  0.790829        1.000000       26667                 26667    True
405  P0A790     9  0.787281        1.000000       26667                 26667    True
262  P0A6I0    20  0.787201        0.782803       26667                 20875    True
297  P60546    32  0.780257        0.999813       26667                 26662    True
376  P0A790    27  0.777877        1.000000       26667                 26667    True
377  P0A790    28  0.770651        1.000000       26667                 26667    True
386  P0A790    21  0.769738        1.000000       26667                 26667    True
365  P0AA25     9  0.768256        1.000000       26667                 26667    True
378  P0A790    29  0.767897        1.000000       26667                 26667    True
304  P60546    15  0.765434        0.999963       26667                 26666    True
330  P0A7J3    26  0.760783        1.000000       26667                 26667    True
336  P60438    48  0.758725        1.000000       26667                 26667    True
339  P60438    44  0.755618        1.000000       26667                 26667    True
332  P60438    13  0.754883        1.000000       26667                 26667    True
311  P65556    30  0.752777        1.000000       26667                 26667    True
LossGain_fractions:
       gene  traj  num_frames  Loss   Gain  Total  LossOverlap  GainOverlap  Total_Overlap  pureLoss_frames  pureGain_frames  bothLossGain_frames  FracLoss  FracGain  FracOverlap  CondLossOverlap  CondGainOverlap  LossNoOverlap  GainNoOverlap  TotalNoOverlap  FracLossNoOverlap  FracGainNoOverlap
385123  1898.40004  25311  63  111  0.12533  0.0         -40  0.06332  0.0         0.0  LossChiral    NoChange   0.92047      99.0               1               1    0
385124  1898.40004  25311  63  112  0.12338  0.0         -40  0.08293  0.0         0.0  LossChiral    NoChange   0.92804      99.0               1               1    0
385125  1898.40004  25311  64  108  0.21590  0.0         -40  0.13485  0.0         0.0  LossChiral    NoChange   0.89668      99.0               1               1    0
385126  1898.40004  25311  64  111  0.18131  0.0         -40  0.07086  0.0         0.0  LossChiral    NoChange   0.89877      99.0               1               1    0
385127  1898.40004  25311  64  112  0.18084  0.0         -40  0.08575  0.0         0.0  LossChiral    NoChange   0.90686      99.0               1               1    0
tag: P0A6I0_1KDO_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P0A6I0_1KDO_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P0A6I0_t46_f-1356_Q0.941.pdb -p 1

####################################################################################################
LOSS P0A790 4
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0A790_4CRZ_A/Q/P0A790_4CRZ_A_t4.Q
(2600,) 597 0.9271844660194176 2003 0.9271844660194176
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A790_4CRZ_A/Quenching/P0A790_4CRZ_A_t4_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A790_4CRZ_A/setup/P0A790_4CRZ_A_rebuilt_clean_ca.psf
Frame -2003 successfully saved to ./highQ_Misfoled_Candidates/P0A790_t4_f-2003_Q0.927.pdb.
frame: 24664
frame_EntInfo:
           Time(ns)  Frame   i    j       gn   Gn crossingsN       gc   Gc  crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
988258  1849.875039  24664   6   35  0.00000  0.0          0 -0.09480 -0.0        69.0    NoChange  LossChiral  99.00000   1.03851               1               1    2
988259  1849.875039  24664   6   36  0.00000  0.0          0 -0.09369 -0.0        69.0    NoChange  LossChiral  99.00000   1.02939               1               1    2
988260  1849.875039  24664   7   35  0.00000  0.0          0 -0.02431 -0.0        69.0    NoChange  LossChiral  99.00000   0.96708               1               1    2
988261  1849.875039  24664   7   36  0.00000  0.0          0 -0.01618 -0.0        69.0    NoChange  LossChiral  99.00000   0.95978               1               1    2
988262  1849.875039  24664   7   37  0.00000  0.0          0 -0.02173 -0.0        69.0    NoChange  LossChiral  99.00000   0.96226               1               1    2
988263  1849.875039  24664   8   35  0.00000  0.0          0 -0.11587 -0.0        69.0    NoChange  LossChiral  99.00000   1.05048               1               1    2
988264  1849.875039  24664   9   35  0.00000  0.0          0 -0.04684 -0.0        69.0    NoChange  LossChiral  99.00000   1.06305               1               1    2
988265  1849.875039  24664  34  103  0.35567  0.0        +26 -0.10510 -0.0         0.0  LossChiral    NoChange   0.67288  99.00000               1               1    1
988266  1849.875039  24664  34  105  0.40628  0.0        +26 -0.16915 -0.0         0.0  LossChiral    NoChange   0.59317  99.00000               1               1    1
988267  1849.875039  24664  34  116  0.35974  0.0        +27  0.00000  0.0         0.0  LossChiral    NoChange   0.61386  99.00000               1               1    1
988268  1849.875039  24664  35  103  0.39373  0.0        +26 -0.05280 -0.0         0.0  LossChiral    NoChange   0.65203  99.00000               1               1    1
988269  1849.875039  24664  35  104  0.36711  0.0        +26 -0.17272 -0.0         0.0  LossChiral    NoChange   0.61470  99.00000               1               1    1
988270  1849.875039  24664  35  105  0.43705  0.0        +26 -0.11136 -0.0         0.0  LossChiral    NoChange   0.57076  99.00000               1               1    1
988271  1849.875039  24664  36  103  0.25655  0.0        +26 -0.07914 -0.0         0.0  LossChiral    NoChange   0.69080  99.00000               1               1    1
988272  1849.875039  24664  37   88 -0.06659 -0.0        +26  0.03164  0.0         0.0  LossChiral    NoChange   1.02574  99.00000               1               1    1
988273  1849.875039  24664  41   88 -0.08617 -0.0        +26  0.01152  0.0         0.0  LossChiral    NoChange   1.03290  99.00000               1               1    1
988274  1849.875039  24664  42   88 -0.12788 -0.0        +26 -0.00398 -0.0         0.0  LossChiral    NoChange   1.03454  99.00000               1               1    1
988275  1849.875039  24664  43   86 -0.08613 -0.0        +26 -0.00559 -0.0         0.0  LossChiral    NoChange   1.05099  99.00000               1               1    1
988276  1849.875039  24664  43   87 -0.04437 -0.0        +26  0.00519  0.0         0.0  LossChiral    NoChange   1.04256  99.00000               1               1    1
988277  1849.875039  24664  43   88 -0.07828 -0.0        +26 -0.00839 -0.0         0.0  LossChiral    NoChange   1.01623  99.00000               1               1    1
988278  1849.875039  24664  43   89 -0.05269 -0.0        +26  0.00467  0.0         0.0  LossChiral    NoChange   0.96744  99.00000               1               1    1
988279  1849.875039  24664  44   86 -0.12260 -0.0        +26 -0.02691 -0.0         0.0  LossChiral    NoChange   1.07986  99.00000               1               1    1
988280  1849.875039  24664  44   87 -0.08519 -0.0        +26 -0.01569 -0.0         0.0  LossChiral    NoChange   1.07156  99.00000               1               1    1
988281  1849.875039  24664  44   88 -0.12579 -0.0        +26 -0.02757 -0.0         0.0  LossChiral    NoChange   1.04647  99.00000               1               1    1
988282  1849.875039  24664  45   84  0.01070  0.0        +26 -0.00652 -0.0         0.0  LossChiral    NoChange   1.08788  99.00000               1               1    1
988283  1849.875039  24664  45   85  0.02290  0.0        +26 -0.00460 -0.0         0.0  LossChiral    NoChange   1.06076  99.00000               1               1    1
988284  1849.875039  24664  45   86 -0.05484 -0.0        +26 -0.02517 -0.0         0.0  LossChiral    NoChange   1.06450  99.00000               1               1    1
988285  1849.875039  24664  45   87 -0.02317 -0.0        +26 -0.01341 -0.0         0.0  LossChiral    NoChange   1.05562  99.00000               1               1    1
988286  1849.875039  24664  46   84 -0.07751 -0.0        +26 -0.01858 -0.0         0.0  LossChiral    NoChange   1.06992  99.00000               1               1    1
988287  1849.875039  24664  46   85 -0.06714 -0.0        +26 -0.01654 -0.0         0.0  LossChiral    NoChange   1.04345  99.00000               1               1    1
988288  1849.875039  24664  46   86 -0.14520 -0.0        +26 -0.03980 -0.0         0.0  LossChiral    NoChange   1.04724  99.00000               1               1    1
988289  1849.875039  24664  47   82  0.03600  0.0        +26  0.03025  0.0         0.0  LossChiral    NoChange   1.03735  99.00000               1               1    1
988290  1849.875039  24664  47   83  0.00598  0.0        +26 -0.00456 -0.0         0.0  LossChiral    NoChange   1.05181  99.00000               1               1    1
988291  1849.875039  24664  47   84 -0.08362 -0.0        +26 -0.01098 -0.0         0.0  LossChiral    NoChange   1.04148  99.00000               1               1    1
988292  1849.875039  24664  47   85 -0.07774 -0.0        +26 -0.00912 -0.0         0.0  LossChiral    NoChange   1.01577  99.00000               1               1    1
988293  1849.875039  24664  48   82 -0.08971 -0.0        +26  0.02748  0.0         0.0  LossChiral    NoChange   1.01875  99.00000               1               1    1
988294  1849.875039  24664  48   83 -0.11990 -0.0        +26 -0.00938 -0.0         0.0  LossChiral    NoChange   1.03283  99.00000               1               1    1
988295  1849.875039  24664  48   84 -0.20930 -0.0        +26 -0.01805 -0.0         0.0  LossChiral    NoChange   1.02243  99.00000               1               1    1
988296  1849.875039  24664  48   85 -0.20323 -0.0        +26 -0.01628 -0.0         0.0  LossChiral    NoChange   0.99603  99.00000               1               1    1
988297  1849.875039  24664  49   82 -0.09768 -0.0        +26  0.02748  0.0         0.0  LossChiral    NoChange   0.99536  99.00000               1               1    1
988298  1849.875039  24664  49   83 -0.13152 -0.0        +26 -0.00916 -0.0         0.0  LossChiral    NoChange   1.00923  99.00000               1               1    1
988299  1849.875039  24664  50   82 -0.17237 -0.0        +26  0.02270  0.0         0.0  LossChiral    NoChange   0.97903  99.00000               1               1    1
988300  1849.875039  24664  52   78 -0.20098 -0.0        +26  0.11579  0.0         0.0  LossChiral    NoChange   1.00331  99.00000               1               1    1
988301  1849.875039  24664  70   78 -0.80565 -1.0        -21 -0.01430 -0.0         0.0  GainChiral    NoChange   1.08456  99.00000               1               1    0
tag: P0A790_4CRZ_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P0A790_4CRZ_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P0A790_t4_f-2003_Q0.927.pdb -p 1

####################################################################################################
LOSS P0A790 26
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0A790_4CRZ_A/Q/P0A790_4CRZ_A_t26.Q
(2600,) 637 0.9368932038834952 1963 0.9368932038834952
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A790_4CRZ_A/Quenching/P0A790_4CRZ_A_t26_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A790_4CRZ_A/setup/P0A790_4CRZ_A_rebuilt_clean_ca.psf
Frame -1963 successfully saved to ./highQ_Misfoled_Candidates/P0A790_t26_f-1963_Q0.937.pdb.
frame: 24704
frame_EntInfo:
           Time(ns)  Frame   i    j       gn   Gn crossingsN       gc   Gc  crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
984168  1852.875039  24704   6   35  0.00000  0.0          0 -0.16891 -0.0        69.0    NoChange  LossChiral  99.00000   1.11262               1               1    1
984169  1852.875039  24704   7   35  0.00000  0.0          0 -0.06579 -0.0        69.0    NoChange  LossChiral  99.00000   1.00856               1               1    1
984170  1852.875039  24704   7   36  0.00000  0.0          0 -0.09180 -0.0        69.0    NoChange  LossChiral  99.00000   1.03540               1               1    1
984171  1852.875039  24704   7   37  0.00000  0.0          0 -0.08923 -0.0        69.0    NoChange  LossChiral  99.00000   1.02976               1               1    1
984172  1852.875039  24704   8   35  0.00000  0.0          0 -0.16006 -0.0        69.0    NoChange  LossChiral  99.00000   1.09467               1               1    1
984173  1852.875039  24704   9   31  0.00000  0.0          0 -0.09245 -0.0        69.0    NoChange  LossChiral  99.00000   1.08563               1               1    1
984174  1852.875039  24704   9   35  0.00000  0.0          0 -0.07342 -0.0        69.0    NoChange  LossChiral  99.00000   1.08963               1               1    1
984175  1852.875039  24704  34  103  0.31869  0.0        +26 -0.03884 -0.0         0.0  LossChiral    NoChange   0.70986  99.00000               1               1    0
984176  1852.875039  24704  34  104  0.28364  0.0        +26 -0.13233 -0.0         0.0  LossChiral    NoChange   0.68595  99.00000               1               1    0
984177  1852.875039  24704  34  105  0.30785  0.0        +26 -0.12328 -0.0         0.0  LossChiral    NoChange   0.69160  99.00000               1               1    0
984178  1852.875039  24704  34  116  0.28846  0.0        +27  0.00000  0.0         0.0  LossChiral    NoChange   0.68514  99.00000               1               1    0
984179  1852.875039  24704  35  103  0.31446  0.0        +26 -0.00873 -0.0         0.0  LossChiral    NoChange   0.73130  99.00000               1               1    0
984180  1852.875039  24704  35  104  0.27497  0.0        +26 -0.09885 -0.0         0.0  LossChiral    NoChange   0.70684  99.00000               1               1    0
984181  1852.875039  24704  35  105  0.29592  0.0        +26 -0.08920 -0.0         0.0  LossChiral    NoChange   0.71189  99.00000               1               1    0
984182  1852.875039  24704  36  103  0.22091  0.0        +26 -0.03447 -0.0         0.0  LossChiral    NoChange   0.72644  99.00000               1               1    0
984183  1852.875039  24704  37   88 -0.08738 -0.0        +26  0.03071  0.0         0.0  LossChiral    NoChange   1.04653  99.00000               1               1    0
984184  1852.875039  24704  41   88 -0.12839 -0.0        +26  0.00926  0.0         0.0  LossChiral    NoChange   1.07512  99.00000               1               1    0
984185  1852.875039  24704  42   88 -0.17981 -0.0        +26 -0.00602 -0.0         0.0  LossChiral    NoChange   1.08647  99.00000               1               1    0
984186  1852.875039  24704  43   86 -0.13169 -0.0        +26  0.00091  0.0         0.0  LossChiral    NoChange   1.09655  99.00000               1               1    0
984187  1852.875039  24704  43   87 -0.09259 -0.0        +26  0.01067  0.0         0.0  LossChiral    NoChange   1.09078  99.00000               1               1    0
984188  1852.875039  24704  43   88 -0.13326 -0.0        +26 -0.01140 -0.0         0.0  LossChiral    NoChange   1.07121  99.00000               1               1    0
984189  1852.875039  24704  44   86 -0.14861 -0.0        +26 -0.01775 -0.0         0.0  LossChiral    NoChange   1.10587  99.00000               1               1    0
984190  1852.875039  24704  44   87 -0.11394 -0.0        +26 -0.00974 -0.0         0.0  LossChiral    NoChange   1.10031  99.00000               1               1    0
984191  1852.875039  24704  44   88 -0.16082 -0.0        +26 -0.03055 -0.0         0.0  LossChiral    NoChange   1.08150  99.00000               1               1    0
984192  1852.875039  24704  45   84 -0.05321 -0.0        +26 -0.00776 -0.0         0.0  LossChiral    NoChange   1.15179  99.00000               1               1    0
984193  1852.875039  24704  45   85 -0.08216 -0.0        +26 -0.00845 -0.0         0.0  LossChiral    NoChange   1.16582  99.00000               1               1    0
984194  1852.875039  24704  45   86 -0.10796 -0.0        +26 -0.01773 -0.0         0.0  LossChiral    NoChange   1.11762  99.00000               1               1    0
984195  1852.875039  24704  45   87 -0.07878 -0.0        +26 -0.00962 -0.0         0.0  LossChiral    NoChange   1.11123  99.00000               1               1    0
984196  1852.875039  24704  46   84 -0.13109 -0.0        +26 -0.02180 -0.0         0.0  LossChiral    NoChange   1.12350  99.00000               1               1    0
984197  1852.875039  24704  46   85 -0.16235 -0.0        +26 -0.02070 -0.0         0.0  LossChiral    NoChange   1.13866  99.00000               1               1    0
984198  1852.875039  24704  46   86 -0.18970 -0.0        +26 -0.03357 -0.0         0.0  LossChiral    NoChange   1.09174  99.00000               1               1    0
984199  1852.875039  24704  47   82 -0.02580 -0.0        +26  0.02607  0.0         0.0  LossChiral    NoChange   1.09915  99.00000               1               1    0
984200  1852.875039  24704  47   83 -0.05343 -0.0        +26 -0.00894 -0.0         0.0  LossChiral    NoChange   1.11122  99.00000               1               1    0
984201  1852.875039  24704  47   84 -0.15704 -0.0        +26 -0.01630 -0.0         0.0  LossChiral    NoChange   1.11490  99.00000               1               1    0
984202  1852.875039  24704  47   85 -0.19215 -0.0        +26 -0.01538 -0.0         0.0  LossChiral    NoChange   1.13018  99.00000               1               1    0
984203  1852.875039  24704  48   82 -0.13980 -0.0        +26  0.02176  0.0         0.0  LossChiral    NoChange   1.06884  99.00000               1               1    0
984204  1852.875039  24704  48   83 -0.16756 -0.0        +26 -0.01523 -0.0         0.0  LossChiral    NoChange   1.08049  99.00000               1               1    0
984205  1852.875039  24704  48   84 -0.27118 -0.0        +26 -0.02492 -0.0         0.0  LossChiral    NoChange   1.08431  99.00000               1               1    0
984206  1852.875039  24704  48   85 -0.30629 -0.0        +26 -0.02390 -0.0         0.0  LossChiral    NoChange   1.09909  99.00000               1               1    0
984207  1852.875039  24704  49   82 -0.15207 -0.0        +26  0.02222  0.0         0.0  LossChiral    NoChange   1.04975  99.00000               1               1    0
984208  1852.875039  24704  49   83 -0.18316 -0.0        +26 -0.01422 -0.0         0.0  LossChiral    NoChange   1.06087  99.00000               1               1    0
984209  1852.875039  24704  49   84 -0.28725 -0.0        +26 -0.02322 -0.0         0.0  LossChiral    NoChange   1.06422  99.00000               1               1    0
984210  1852.875039  24704  50   82 -0.26585 -0.0        +26  0.01338  0.0         0.0  LossChiral    NoChange   1.07251  99.00000               1               1    0
tag: P0A790_4CRZ_A
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P0A790_4CRZ_A_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P0A790_t26_f-1963_Q0.937.pdb -p 1
SAVED: src/command_files/Rebuild_last_frames_Loss_Candidates_setID2.cmds 7

####################################################################################################
####################################################################################################

Gain_candidates:
       gene  traj  num_frames  Loss   Gain  Total  LossOverlap  GainOverlap  Total_Overlap  pureLoss_frames  pureGain_frames  bothLossGain_frames  FracLoss  FracGain  FracOverlap  CondLossOverlap  CondGainOverlap  LossNoOverlap  GainNoOverlap  TotalNoOverlap  FracLossNoOverlap  FracGainNoOverlap
52   P0A7J3    20        2667     0  11799  11799            0            0              0                0             2667                    0  0.000000  1.000000     0.000000              NaN         0.000000              0          11799           11799           0.000000           1.000000
134  P65556    11        2667    13  14579  14592            0            0              0                0             2654                   13  0.000891  0.999109     0.000000         0.000000         0.000000             13          14579           14592           0.000891           0.999109
101  P0A790    28        2667     6   1925   1931            1            1              2                4             1923                    2  0.003107  0.996893     0.001036         0.166667         0.000519              5           1924            1929           0.002592           0.997408
18   P65556     1        2666   134   4546   4680            6            6             12                0             2532                  134  0.028632  0.971368     0.002564         0.044776         0.001320            128           4540            4668           0.027421           0.972579
36   P65556    30        2667  2756  13044  15800         2756         9055          11811                0                0                 2667  0.174430  0.825570     0.747532         1.000000         0.694189              0           3989            3989           0.000000           1.000000 5

####################################################################################################
GAIN P0A7J3 20
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P0A7J3_6XZ7_H/Q/P0A7J3_6XZ7_H_t20.Q
(2600,) 493 0.9823008849557522 2107 0.9823008849557522
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A7J3_6XZ7_H/Quenching/P0A7J3_6XZ7_H_t20_quench.dcd
psffile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P0A7J3_6XZ7_H/setup/P0A7J3_6XZ7_H_rebuilt_clean_ca.psf
Frame -2107 successfully saved to ./highQ_Misfoled_Candidates/P0A7J3_t20_f-2107_Q0.982.pdb.
frame: 24560
frame_EntInfo:
           Time(ns)  Frame   i    j       gn   Gn crossingsN       gc   Gc crossingsC NchangeType CchangeType  delta_gn  delta_gc  len_crossingsN  len_crossingsC  cID
832752  1842.075039  24560  10   58  0.00000  0.0          0 -1.99537 -2.0    -81,-88    NoChange        Gain  99.00000   1.05069               1               2    2
832753  1842.075039  24560  11   58  0.00740  0.0          0 -1.97779 -2.0    -81,-88    NoChange        Gain  99.00000   1.05123               1               2    2
832754  1842.075039  24560  11   59  0.00887  0.0          0 -2.03316 -2.0    -81,-88    NoChange        Gain  99.00000   1.04163               1               2    2
832755  1842.075039  24560  11   61  0.00699  0.0          0 -2.00357 -2.0    -81,-88    NoChange        Gain  99.00000   1.06052               1               2    2
832756  1842.075039  24560  11   62  0.01056  0.0          0 -1.99253 -2.0    -81,-88    NoChange        Gain  99.00000   1.07302               1               2    2
832757  1842.075039  24560  12   62  0.03543  0.0          0 -1.97211 -2.0    -81,-88    NoChange        Gain  99.00000   1.05321               1               2    2
832758  1842.075039  24560  14   59  0.02330  0.0          0 -2.01433 -2.0    -81,-88    NoChange        Gain  99.00000   1.04600               1               2    2
832759  1842.075039  24560  14   62  0.03546  0.0          0 -1.98235 -2.0    -81,-88    NoChange        Gain  99.00000   1.07676               1               2    2
832760  1842.075039  24560  15   62  0.04228  0.0          0 -1.95059 -2.0    -81,-88    NoChange        Gain  99.00000   1.06908               1               2    2
832761  1842.075039  24560  15   63  0.04460  0.0          0 -2.02003 -2.0    -81,-88    NoChange        Gain  99.00000   1.04611               1               2    2
832762  1842.075039  24560  18   63  0.06255  0.0          0 -1.99108 -2.0    -81,-88    NoChange        Gain  99.00000   1.06414               1               2    2
832763  1842.075039  24560  19   66  0.15062  0.0          0 -2.01005 -2.0    -80,-88    NoChange        Gain  99.00000   1.05985               1               2    2
832764  1842.075039  24560  24   81  0.10912  0.0          0 -0.77235 -1.0        -88    NoChange  GainChiral  99.00000   0.68705               1               1    4
832765  1842.075039  24560  25   81  0.07346  0.0          0 -0.82747 -1.0        -88    NoChange  GainChiral  99.00000   0.67396               1               1    4
832766  1842.075039  24560  25   82  0.04462  0.0          0 -0.63740 -1.0        -88    NoChange  GainChiral  99.00000   0.47905               1               1    4
832767  1842.075039  24560  26   74  0.13470  0.0          0 -1.69523 -2.0    -80,-88    NoChange  GainChiral  99.00000   1.10669               1               2    3
832768  1842.075039  24560  26   79  0.09884  0.0          0 -1.02144 -1.0        -88    NoChange  GainChiral  99.00000   0.89458               1               1    4
832769  1842.075039  24560  26   80  0.07288  0.0          0 -0.89523 -1.0        -88    NoChange  GainChiral  99.00000   0.80215               1               1    4
832770  1842.075039  24560  26   81  0.07327  0.0          0 -0.71510 -1.0        -88    NoChange  GainChiral  99.00000   0.61126               1               1    4
832771  1842.075039  24560  27   79  0.11900  0.0          0 -1.03877 -1.0        -88    NoChange  GainChiral  99.00000   0.90301               1               1    4
832772  1842.075039  24560  27   80  0.08954  0.0          0 -0.90949 -1.0        -88    NoChange  GainChiral  99.00000   0.80609               1               1    4
832773  1842.075039  24560  27   81  0.09091  0.0          0 -0.73176 -1.0        -88    NoChange  GainChiral  99.00000   0.61568               1               1    4
832774  1842.075039  24560  28   77  0.16550  0.0          0 -1.32105 -1.0        -88    NoChange  GainChiral  99.00000   1.12040               1               1    4
832775  1842.075039  24560  28   78  0.14877  0.0          0 -1.17952 -1.0        -88    NoChange  GainChiral  99.00000   1.04709               1               1    4
832776  1842.075039  24560  28   79  0.14303  0.0          0 -0.94864 -1.0        -88    NoChange  GainChiral  99.00000   0.89141               1               1    4
832777  1842.075039  24560  28   80  0.11058  0.0          0 -0.82183 -1.0        -88    NoChange  GainChiral  99.00000   0.79646               1               1    4
832778  1842.075039  24560  29   78  0.21032  0.0          0 -1.15378 -1.0        -88    NoChange  GainChiral  99.00000   1.01827               1               1    4
832779  1842.075039  24560  29   79  0.20464  0.0          0 -0.92359 -1.0        -88    NoChange  GainChiral  99.00000   0.86433               1               1    4
832780  1842.075039  24560  29   80  0.17185  0.0          0 -0.79518 -1.0        -88    NoChange  GainChiral  99.00000   0.76659               1               1    4
832781  1842.075039  24560  30   78  0.25210  0.0          0 -1.13874 -1.0        -88    NoChange  GainChiral  99.00000   1.05002               1               1    4
832782  1842.075039  24560  70  115 -2.08167 -2.0    -26,-51 -0.09259 -0.0          0        Gain    NoChange   1.00607  99.00000               2               1    0
832783  1842.075039  24560  70  116 -2.06690 -2.0    -26,-51  0.01721  0.0          0        Gain    NoChange   0.99183  99.00000               2               1    0
832784  1842.075039  24560  71  116 -2.06503 -2.0    -26,-51  0.01674  0.0          0        Gain    NoChange   1.02506  99.00000               2               1    0
832785  1842.075039  24560  82   91 -1.30812 -1.0        -51  0.11696  0.0          0  GainChiral    NoChange   1.03934  99.00000               1               1    1
832786  1842.075039  24560  84   89 -0.80901 -1.0        -51  0.09948  0.0          0  GainChiral    NoChange   0.69826  99.00000               1               1    1
tag: P0A7J3_6XZ7_H
python src/data/backmap.py --aa_pdb ../Rebuild_AllAtom_structures/data/post_rebuilt/P0A7J3_6XZ7_H_rebuilt.pdb --cg_pdb ./highQ_Misfoled_Candidates/P0A7J3_t20_f-2107_Q0.982.pdb -p 1

####################################################################################################
GAIN P65556 11
Qfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Trajectory_Analysis/P65556_2FKB_A/Q/P65556_2FKB_A_t11.Q
(2600,) 368 0.938095238095238 2232 0.938095238095238
dcdfile: ../../../../git_slugs/Failure-to-Form_Native_Entanglements_slug/Simulations_of_Native_Entanglement_Misfolding/Temp_Quench_Dynamics/P65556_2FKB_A/Quenching/P65556_2FKB_A_t11_quench.dcd
